0.009582
0.009582
0(378467)::	9:0.018546	7:0.009790	
43306(460911)::	8:0.038482	
43307(403357)::	7:0.013683	
43308(340884)::	7:0.003891	
43309(219031)::	6:0.004342	
43310(219030)::	8:0.012739	
43311(399985)::	8:0.012663	
43312(14167)::	6:0.008830	
43313(294758)::	7:0.025798	
43314(34240)::	7:0.025802	
43315(341698)::	9:0.023200	
43316(106165)::	7:0.012924	
43317(473370)::	7:0.003813	
43318(106167)::	7:0.008870	
43319(118059)::	3:0.015084	
43320(400916)::	6:0.003841	
43321(97033)::	7:0.014658	
43322(260951)::	7:0.015125	
43323(320491)::	
43324(299692)::	
43325(51770)::	
43326(237533)::	
43327(403504)::	7:0.020272	
43328(110269)::	7:0.004480	
43329(18310)::	7:0.015083	
43330(499730)::	7:0.025501	
43331(395998)::	7:0.024894	
43332(230363)::	7:0.046035	
43333(178197)::	7:0.014839	
43334(407933)::	7:0.015194	
43335(272447)::	7:0.015234	
43336(482002)::	7:0.009663	
43337(270161)::	7:0.014791	
43338(33934)::	3:0.009884	
43339(393129)::	6:0.012851	
43340(522031)::	7:0.002058	
43341(135012)::	7:0.005785	
43342(122553)::	8:0.021958	
43343(311950)::	8:0.021701	
43344(135151)::	8:0.012905	
43345(526903)::	7:0.007069	
43346(332200)::	7:0.002636	
43347(81399)::	7:0.014370	
43348(429550)::	7:0.036055	
43349(292213)::	7:0.025702	
43350(135263)::	7:0.025697	
43351(335981)::	7:0.030881	
43352(529006)::	7:0.036049	
43353(421719)::	9:0.001683	
43354(516133)::	6:0.030110	
43355(155524)::	9:0.007281	8:0.005377	
43356(409565)::	8:0.005376	9:0.007305	
43357(370996)::	8:0.021968	
43358(83201)::	4:0.004833	
43359(85917)::	3:0.015317	
43360(336824)::	7:0.006897	
43361(345336)::	7:0.002570	
43362(182815)::	6:0.017444	
43363(302097)::	6:0.044118	
43364(242824)::	8:0.002850	4:0.004923	
43365(394297)::	4:0.026596	
43366(176391)::	4:0.021105	
43367(242820)::	4:0.020958	
43368(320434)::	4:0.015475	
43369(273497)::	4:0.015576	
43370(443459)::	3:0.015742	
43371(96046)::	3:0.015637	
43372(205811)::	6:0.008170	
43373(326212)::	6:0.003331	
43374(465734)::	9:0.023546	
43375(324256)::	9:0.028403	
43376(152324)::	3:0.015010	9:0.004289	
43377(254235)::	3:0.020829	
43378(343077)::	3:0.025918	
43379(315952)::	6:0.017547	
43380(537065)::	7:0.041298	
43381(430797)::	8:0.012511	
43382(276615)::	8:0.004819	9:0.011766	
43383(158990)::	9:0.023598	
43384(21818)::	9:0.018839	
43385(523340)::	3:0.009574	
43386(260399)::	3:0.008788	
43387(179643)::	8:0.007353	
43388(181904)::	8:0.007353	
43389(434136)::	9:0.004736	8:0.004289	
43390(496935)::	9:0.004735	
43391(385850)::	9:0.009432	8:0.003881	
43392(78397)::	9:0.019198	
43393(450527)::	9:0.024078	
43394(124396)::	9:0.023901	
43395(124393)::	9:0.023951	
43396(372595)::	9:0.007004	
43397(378377)::	4:0.021296	
43398(484580)::	9:0.019258	
43399(317761)::	9:0.014345	
43400(235238)::	9:0.014405	
43401(521146)::	9:0.018847	
43402(526270)::	3:0.005082	
43403(46197)::	9:0.033579	
43404(311838)::	9:0.004423	4:0.015861	
43405(210199)::	8:0.008452	
43406(186734)::	8:0.022021	
43407(272619)::	8:0.021852	
43408(435681)::	11:0.019349	
43409(435684)::	3:0.026012	
43410(92605)::	3:0.020787	
43411(197165)::	7:0.009202	
43412(345351)::	9:0.023970	
43413(427401)::	9:0.028799	
43414(229963)::	4:0.010209	
43415(67223)::	4:0.020755	
43416(175611)::	4:0.042387	
43417(453605)::	9:0.028374	
43418(231183)::	9:0.008282	
43419(167190)::	9:0.007914	
43420(153008)::	
43421(50954)::	
43422(532338)::	
43423(462220)::	3:0.010101	
43424(241700)::	9:0.023658	
43425(117611)::	9:0.018747	
43426(284904)::	9:0.023650	
43427(241703)::	3:0.031237	
43428(64271)::	3:0.020758	
43429(359004)::	3:0.024938	
43430(373728)::	3:0.021166	
43431(122395)::	4:0.010570	
43432(339882)::	3:0.007472	
43433(421207)::	7:0.019328	
43434(93646)::	7:0.004283	
43435(461064)::	7:0.013321	
43436(69269)::	3:0.020613	
43437(381337)::	3:0.020538	
43438(8956)::	8:0.021934	
43439(443390)::	4:0.021312	
43440(27533)::	4:0.009794	
43441(389622)::	6:0.021920	
43442(202932)::	6:0.012305	
43443(299481)::	6:0.021675	
43444(131726)::	6:0.017295	
43445(179339)::	7:0.020485	
43446(452835)::	9:0.019026	
43447(321528)::	6:0.003756	
43448(448746)::	6:0.002825	
43449(154468)::	6:0.011122	
43450(405171)::	
43451(33020)::	
43452(51993)::	
43453(368824)::	4:0.014697	
43454(157397)::	4:0.026849	
43455(13709)::	8:0.004102	
43456(104463)::	8:0.008509	
43457(353286)::	8:0.003871	7:0.015182	
43458(277137)::	9:0.008236	
43459(491784)::	9:0.008575	
43460(176928)::	3:0.015217	
43461(438880)::	3:0.021197	
43462(397746)::	8:0.005430	
43463(515671)::	3:0.003074	8:0.001098	
43464(324102)::	4:0.004160	
43465(164660)::	3:0.026406	
43466(324104)::	4:0.010123	
43467(53231)::	4:0.021204	
43468(274697)::	4:0.037565	
43469(52030)::	4:0.026723	
43470(189652)::	4:0.064786	
43471(189651)::	4:0.042907	
43472(189591)::	4:0.026726	
43473(34681)::	4:0.037476	
43474(404806)::	
43475(444358)::	
43476(404807)::	9:0.023761	
43477(486396)::	9:0.018948	
43478(90404)::	9:0.002193	
43479(404008)::	9:0.006905	3:0.004069	
43480(270512)::	8:0.003605	
43481(289376)::	11:0.019411	
43482(544477)::	11:0.019408	
43483(346000)::	11:0.038953	
43484(81071)::	3:0.026217	
43485(529884)::	9:0.023451	
43486(116435)::	4:0.021237	
43487(220548)::	4:0.026648	
43488(323653)::	11:0.019241	
43489(390717)::	11:0.028890	
43490(512476)::	8:0.021794	
43491(487574)::	8:0.026234	
43492(171710)::	8:0.017426	
43493(512520)::	11:0.011163	8:0.025607	
43494(472380)::	9:0.018496	
43495(312428)::	9:0.018651	
43496(312429)::	9:0.023374	
43497(174308)::	9:0.023372	
43498(13343)::	3:0.009070	
43499(350390)::	3:0.009068	
43500(338539)::	3:0.014426	
43501(13344)::	7:0.004708	
43502(13345)::	3:0.020243	
43503(251444)::	3:0.009893	
43504(114691)::	3:0.015082	
43505(491083)::	3:0.025538	
43506(427276)::	4:0.009581	
43507(427274)::	4:0.037178	
43508(326034)::	4:0.020478	
43509(526835)::	8:0.013182	6:0.003569	
43510(303990)::	8:0.008633	
43511(439685)::	8:0.016740	
43512(104648)::	8:0.020669	
43513(173972)::	8:0.012702	
43514(74915)::	8:0.012702	
43515(476908)::	8:0.008000	
43516(314713)::	7:0.014653	
43517(33980)::	7:0.019540	
43518(176842)::	7:0.020397	
43519(439682)::	9:0.019043	
43520(359446)::	9:0.047997	
43521(123353)::	7:0.019209	
43522(325487)::	6:0.034695	
43523(457421)::	8:0.008117	
43524(492906)::	6:0.004972	
43525(65412)::	6:0.000773	
43526(216078)::	6:0.008145	
43527(260973)::	3:0.014995	
43528(505408)::	3:0.014997	
43529(375718)::	6:0.003606	
43530(349952)::	6:0.021622	
43531(13284)::	6:0.021391	
43532(517443)::	6:0.035091	
43533(349951)::	8:0.016957	
43534(349958)::	8:0.016957	
43535(373995)::	8:0.016957	
43536(262426)::	6:0.015554	
43537(414196)::	4:0.009272	6:0.003749	
43538(256234)::	6:0.003767	
43539(256235)::	6:0.021775	
43540(256228)::	6:0.026173	
43541(256231)::	6:0.021738	
43542(256237)::	6:0.026477	
43543(256225)::	6:0.021705	
43544(256240)::	6:0.034531	
43545(280540)::	6:0.017232	
43546(213116)::	6:0.012786	
43547(141002)::	6:0.021719	
43548(201905)::	6:0.003944	
43549(442727)::	6:0.034604	
43550(48343)::	6:0.017088	
43551(243771)::	6:0.004215	
43552(124557)::	4:0.026774	
43553(362877)::	4:0.037542	
43554(90226)::	4:0.026524	
43555(415324)::	7:0.050923	
43556(181259)::	7:0.010107	
43557(231926)::	7:0.010195	
43558(381763)::	7:0.015139	
43559(407934)::	7:0.015026	
43560(54621)::	7:0.014275	
43561(225880)::	7:0.009665	
43562(49025)::	7:0.004871	
43563(157887)::	4:0.008519	6:0.003857	
43564(415328)::	6:0.017719	
43565(44734)::	8:0.007709	
43566(44733)::	6:0.004153	
43567(44731)::	6:0.008444	
43568(95343)::	6:0.021106	
43569(105076)::	6:0.008104	
43570(115245)::	6:0.021938	
43571(517410)::	6:0.044143	
43572(143544)::	6:0.030867	
43573(195769)::	6:0.004230	
43574(243774)::	6:0.030743	
43575(417098)::	6:0.017496	3:0.004995	
43576(322191)::	8:0.004593	4:0.008416	
43577(71976)::	8:0.016375	
43578(300307)::	8:0.035021	
43579(277437)::	3:0.020661	
43580(423089)::	3:0.025561	
43581(310234)::	3:0.015216	
43582(102261)::	7:0.009783	
43583(301251)::	7:0.019975	
43584(68273)::	7:0.019849	
43585(41019)::	9:0.014191	
43586(420243)::	8:0.026304	
43587(447929)::	11:0.018895	
43588(446665)::	11:0.018892	
43589(384066)::	4:0.021274	
43590(408826)::	11:0.029206	
43591(303376)::	11:0.038587	
43592(54055)::	6:0.011639	
43593(452787)::	6:0.017407	
43594(247225)::	3:0.004617	
43595(466219)::	7:0.025561	
43596(543368)::	9:0.013885	
43597(355429)::	9:0.023293	
43598(477589)::	8:0.021083	
43599(121086)::	8:0.025955	
43600(525225)::	8:0.012224	
43601(228210)::	8:0.008180	
43602(491583)::	8:0.017602	
43603(453947)::	7:0.003893	
43604(543367)::	9:0.028591	
43605(165706)::	9:0.047912	
43606(311410)::	9:0.013999	
43607(219755)::	9:0.043162	
43608(11854)::	3:0.015600	
43609(11857)::	9:0.028755	
43610(59098)::	7:0.004592	
43611(523151)::	7:0.009976	
43612(183136)::	7:0.029359	
43613(97993)::	6:0.002778	
43614(261611)::	7:0.030842	
43615(47982)::	6:0.021537	
43616(464513)::	4:0.043025	
43617(464510)::	4:0.043078	
43618(464511)::	4:0.070203	
43619(464441)::	4:0.037637	
43620(305018)::	4:0.026157	
43621(154880)::	4:0.020918	
43622(513783)::	7:0.003911	
43623(215330)::	3:0.020812	
43624(107400)::	3:0.025908	
43625(219464)::	8:0.012662	
43626(247317)::	8:0.021614	
43627(74232)::	9:0.008985	
43628(452585)::	3:0.015334	
43629(418829)::	3:0.020830	
43630(487214)::	3:0.015583	
43631(263699)::	11:0.037811	
43632(145412)::	11:0.009666	
43633(463293)::	3:0.047097	
43634(429811)::	3:0.020671	
43635(400908)::	4:0.020938	3:0.036412	
43636(329611)::	3:0.015467	
43637(131574)::	3:0.020818	
43638(488480)::	3:0.036725	
43639(10621)::	3:0.020913	
43640(31153)::	3:0.031385	
43641(237308)::	3:0.004961	4:0.010365	
43642(530065)::	3:0.020832	
43643(452588)::	11:0.019587	
43644(387450)::	3:0.020583	
43645(11658)::	3:0.026355	
43646(442269)::	3:0.020984	
43647(252393)::	9:0.013020	
43648(53255)::	9:0.018940	
43649(401623)::	6:0.011527	
43650(426637)::	11:0.008855	
43651(423016)::	11:0.018363	
43652(173058)::	6:0.011308	
43653(312698)::	6:0.002852	
43654(502780)::	7:0.036027	
43655(167804)::	7:0.020300	
43656(534058)::	6:0.012420	
43657(252077)::	3:0.026196	
43658(70627)::	3:0.020534	
43659(124596)::	3:0.052803	
43660(107111)::	4:0.043026	
43661(252075)::	4:0.026812	
43662(437936)::	4:0.026723	
43663(157724)::	4:0.021326	
43664(317615)::	6:0.002812	
43665(471194)::	6:0.011032	
43666(312221)::	6:0.008051	
43667(166255)::	6:0.017038	
43668(322112)::	6:0.025316	
43669(274544)::	8:0.003601	
43670(381256)::	7:0.009554	
43671(5417)::	3:0.007963	
43672(528637)::	3:0.003046	
43673(199430)::	7:0.004958	
43674(538672)::	4:0.020862	
43675(1620)::	4:0.020971	
43676(16639)::	4:0.026494	
43677(257936)::	4:0.021034	
43678(328847)::	4:0.020876	
43679(245384)::	3:0.001104	4:0.025242	
43680(537893)::	7:0.036247	
43681(412004)::	7:0.015193	
43682(71198)::	7:0.036172	
43683(270432)::	7:0.015206	
43684(491213)::	7:0.025739	
43685(295119)::	7:0.009897	
43686(337054)::	7:0.015233	
43687(353709)::	11:0.019511	
43688(190987)::	11:0.048153	
43689(458270)::	9:0.009217	7:0.005155	
43690(250370)::	6:0.034863	
43691(74834)::	4:0.010061	
43692(174086)::	3:0.026293	
43693(381784)::	3:0.020835	
43694(453778)::	3:0.020816	
43695(92592)::	3:0.026173	
43696(381780)::	8:0.030931	
43697(255796)::	8:0.026389	
43698(230962)::	8:0.030791	
43699(216994)::	3:0.004046	
43700(114689)::	3:0.014061	
43701(216991)::	3:0.031558	
43702(398696)::	3:0.020848	
43703(136484)::	3:0.020124	
43704(373678)::	3:0.025654	
43705(114358)::	7:0.015294	
43706(151710)::	6:0.013113	
43707(140304)::	6:0.004431	
43708(520124)::	6:0.021994	
43709(543950)::	6:0.008676	
43710(164524)::	6:0.048735	
43711(332154)::	6:0.008746	
43712(107107)::	6:0.035326	
43713(351833)::	6:0.021984	
43714(181824)::	6:0.008530	
43715(179498)::	6:0.017610	
43716(410663)::	6:0.034833	
43717(291491)::	6:0.021762	
43718(237637)::	6:0.008228	
43719(384091)::	6:0.012933	
43720(117054)::	6:0.008491	
43721(9143)::	6:0.004431	
43722(307626)::	6:0.017409	
43723(314456)::	6:0.008676	
43724(260119)::	4:0.021442	
43725(114353)::	3:0.015770	
43726(114355)::	3:0.021095	
43727(54715)::	11:0.038057	
43728(209566)::	9:0.009204	7:0.005801	11:0.006943	
43729(114357)::	3:0.021091	
43730(421363)::	7:0.019451	
43731(200490)::	7:0.014640	
43732(47874)::	3:0.005610	7:0.014147	
43733(445317)::	7:0.007392	
43734(327801)::	3:0.005589	7:0.019488	
43735(207335)::	9:0.001686	
43736(329626)::	9:0.005798	
43737(151339)::	3:0.004629	
43738(413727)::	7:0.003905	
43739(280906)::	6:0.013072	
43740(381899)::	6:0.026213	
43741(111650)::	8:0.021834	
43742(444646)::	8:0.021870	
43743(540100)::	6:0.017150	
43744(121208)::	6:0.021708	
43745(84727)::	6:0.030469	
43746(379541)::	6:0.026043	
43747(324976)::	3:0.025978	
43748(212403)::	3:0.015391	
43749(289771)::	3:0.007792	
43750(297213)::	3:0.002993	6:0.007510	
43751(282502)::	9:0.018779	
43752(149879)::	9:0.032966	
43753(317013)::	9:0.018408	
43754(458078)::	3:0.020953	
43755(45828)::	9:0.004465	
43756(533102)::	6:0.003592	
43757(71199)::	
43758(319161)::	6:0.003866	
43759(296285)::	9:0.012546	
43760(460643)::	9:0.003387	
43761(398377)::	8:0.016630	
43762(248355)::	8:0.025465	
43763(398379)::	8:0.012555	
43764(30261)::	3:0.014940	
43765(278426)::	3:0.020387	
43766(60981)::	6:0.012478	
43767(249987)::	6:0.013191	
43768(523436)::	8:0.003351	
43769(127209)::	11:0.019483	
43770(63107)::	9:0.013963	
43771(433872)::	9:0.028522	
43772(281904)::	9:0.012337	4:0.007239	
43773(362224)::	9:0.038108	
43774(149986)::	9:0.009569	6:0.008896	
43775(383416)::	3:0.025046	
43776(360518)::	3:0.020621	
43777(527423)::	3:0.030557	
43778(382250)::	3:0.042346	
43779(2046)::	3:0.021051	
43780(415437)::	3:0.052327	4:0.010977	
43781(410953)::	6:0.003533	
43782(451743)::	3:0.004756	
43783(357736)::	4:0.026640	
43784(35527)::	4:0.026414	
43785(424752)::	4:0.031862	
43786(517723)::	4:0.042115	
43787(357733)::	8:0.012620	
43788(213624)::	8:0.016714	
43789(470526)::	8:0.017072	
43790(150183)::	
43791(529242)::	
43792(392423)::	
43793(99435)::	
43794(482789)::	
43795(444833)::	6:0.021514	
43796(253674)::	8:0.012657	
43797(451802)::	
43798(243347)::	
43799(519120)::	8:0.004066	
43800(240767)::	
43801(135236)::	
43802(148966)::	
43803(328849)::	
43804(383784)::	9:0.009427	8:0.004403	
43805(543430)::	8:0.017378	
43806(197157)::	8:0.003769	7:0.007925	
43807(478319)::	9:0.008761	
43808(509261)::	6:0.011898	
43809(297421)::	6:0.021838	
43810(369921)::	9:0.009072	
43811(114711)::	9:0.004273	
43812(19086)::	9:0.013510	
43813(308709)::	3:0.026190	
43814(315965)::	3:0.021057	
43815(68020)::	3:0.020862	
43816(144036)::	3:0.036940	
43817(166163)::	3:0.036942	
43818(424623)::	3:0.047717	
43819(191284)::	3:0.042372	
43820(208502)::	9:0.009359	
43821(531085)::	9:0.012769	
43822(419106)::	8:0.001218	9:0.004461	
43823(501927)::	7:0.004718	
43824(266258)::	9:0.004500	
43825(340799)::	7:0.003759	
43826(351673)::	3:0.026347	
43827(453272)::	6:0.017110	
43828(509945)::	8:0.012417	
43829(535623)::	7:0.019505	
43830(444315)::	7:0.004291	
43831(320410)::	3:0.014027	
43832(230181)::	3:0.003900	
43833(105127)::	9:0.005914	8:0.006692	
43834(149368)::	8:0.003598	6:0.003754	
43835(75482)::	
43836(502828)::	
43837(78826)::	8:0.021969	
43838(486351)::	3:0.008057	
43839(10939)::	3:0.014831	
43840(478006)::	7:0.051616	
43841(539998)::	
43842(414232)::	
43843(224455)::	7:0.014732	
43844(283290)::	7:0.014736	
43845(9440)::	3:0.036964	
43846(9386)::	3:0.042319	
43847(9393)::	3:0.042346	
43848(9388)::	3:0.026315	
43849(29967)::	3:0.031081	
43850(52152)::	3:0.042425	
43851(355881)::	8:0.012490	
43852(493034)::	
43853(430146)::	
43854(13922)::	
43855(405403)::	
43856(48340)::	
43857(61965)::	6:0.006847	
43858(99172)::	6:0.006848	
43859(382195)::	3:0.004757	
43860(251364)::	3:0.031433	
43861(203248)::	3:0.026126	
43862(377568)::	3:0.026136	
43863(16442)::	7:0.004489	
43864(419732)::	8:0.013043	
43865(123579)::	9:0.013957	
43866(176642)::	9:0.013777	
43867(239738)::	9:0.009260	
43868(414778)::	8:0.012573	
43869(301188)::	8:0.011753	
43870(127622)::	8:0.017656	
43871(75390)::	11:0.058984	
43872(134078)::	11:0.039283	
43873(128395)::	11:0.039300	
43874(202573)::	11:0.029499	
43875(498657)::	11:0.039327	
43876(142780)::	11:0.058626	
43877(425526)::	11:0.029264	
43878(17204)::	11:0.038691	
43879(158535)::	8:0.021553	
43880(521631)::	4:0.004712	
43881(312269)::	3:0.026099	
43882(105690)::	7:0.009520	
43883(233577)::	7:0.009519	
43884(104622)::	3:0.015307	
43885(507910)::	3:0.020641	
43886(352990)::	3:0.019826	
43887(420461)::	3:0.015501	
43888(307422)::	8:0.003599	3:0.015496	
43889(391993)::	3:0.026121	
43890(355583)::	3:0.047274	
43891(69700)::	11:0.028494	
43892(75131)::	11:0.058726	
43893(354144)::	11:0.019265	
43894(309488)::	8:0.008470	
43895(81656)::	6:0.003937	
43896(474951)::	3:0.004847	7:0.009940	
43897(154409)::	6:0.013019	
43898(309486)::	8:0.011980	
43899(395479)::	8:0.007454	
43900(400456)::	8:0.012161	
43901(498349)::	3:0.015460	7:0.009170	
43902(335554)::	3:0.015420	
43903(118453)::	8:0.044256	
43904(156640)::	8:0.015596	3:0.007250	
43905(74118)::	6:0.003703	7:0.004911	8:0.011188	
43906(271307)::	9:0.004667	
43907(225814)::	6:0.007920	
43908(419364)::	6:0.003278	
43909(22930)::	8:0.003356	4:0.004718	
43910(145916)::	4:0.025731	
43911(12751)::	3:0.031537	
43912(151020)::	3:0.015614	
43913(406454)::	3:0.005003	
43914(116245)::	3:0.004023	
43915(442504)::	3:0.013832	
43916(192509)::	9:0.008633	
43917(279487)::	9:0.023267	
43918(485362)::	9:0.013500	
43919(190919)::	4:0.015423	
43920(452087)::	4:0.026740	
43921(269645)::	6:0.002833	
43922(183710)::	8:0.026095	
43923(17062)::	8:0.003868	
43924(360217)::	6:0.003604	
43925(98019)::	8:0.013010	
43926(54290)::	8:0.012858	
43927(265705)::	9:0.013364	
43928(19540)::	9:0.013363	
43929(240344)::	9:0.013364	
43930(346802)::	4:0.010045	
43931(13116)::	4:0.009725	
43932(127501)::	4:0.008414	
43933(518687)::	4:0.010045	
43934(198025)::	9:0.003133	
43935(292883)::	9:0.010694	
43936(52707)::	11:0.039036	
43937(101688)::	11:0.029231	
43938(10988)::	11:0.039430	
43939(52706)::	3:0.008391	
43940(370391)::	9:0.004413	3:0.003162	
43941(268779)::	3:0.010268	
43942(159357)::	8:0.008207	
43943(113742)::	7:0.004494	
43944(537429)::	7:0.030830	
43945(281622)::	9:0.013986	
43946(257249)::	9:0.013985	
43947(113748)::	7:0.015018	
43948(434177)::	4:0.010260	
43949(495069)::	4:0.026684	
43950(173546)::	3:0.010329	
43951(198655)::	3:0.031474	
43952(147244)::	9:0.008805	
43953(263286)::	9:0.023199	
43954(223981)::	9:0.013771	
43955(210251)::	9:0.018695	
43956(443790)::	7:0.004270	
43957(395989)::	7:0.020302	
43958(48177)::	6:0.011018	
43959(21765)::	6:0.020851	
43960(441579)::	6:0.002809	
43961(292343)::	6:0.016429	
43962(110157)::	6:0.017227	
43963(37465)::	8:0.007528	
43964(49600)::	9:0.019052	
43965(223710)::	9:0.009288	
43966(332707)::	6:0.013073	
43967(99479)::	8:0.020840	
43968(33694)::	8:0.021568	
43969(518757)::	8:0.017130	
43970(247065)::	7:0.020099	
43971(59563)::	7:0.009225	
43972(84825)::	8:0.017076	
43973(164530)::	8:0.017534	
43974(351902)::	8:0.004067	
43975(84207)::	8:0.012994	
43976(137121)::	8:0.003875	
43977(370314)::	8:0.000002	
43978(531264)::	9:0.071902	
43979(372976)::	9:0.018794	
43980(333226)::	8:0.005118	9:0.032260	
43981(68945)::	11:0.019232	
43982(162368)::	11:0.029055	
43983(157840)::	7:0.004285	
43984(408367)::	7:0.019379	6:0.004318	
43985(518659)::	6:0.030777	
43986(95474)::	6:0.017486	
43987(433217)::	9:0.018847	
43988(375530)::	9:0.013498	
43989(282787)::	9:0.013498	
43990(43495)::	9:0.022851	
43991(157848)::	6:0.012677	
43992(373486)::	6:0.016591	
43993(136652)::	3:0.004762	
43994(319102)::	4:0.008367	
43995(385705)::	4:0.003238	
43996(106579)::	3:0.004622	
43997(186481)::	8:0.016729	
43998(103135)::	8:0.016730	
43999(196324)::	8:0.016048	
44000(329622)::	8:0.015821	
44001(99815)::	8:0.012342	
44002(186480)::	3:0.004736	
44003(186489)::	6:0.008659	
44004(171540)::	9:0.023395	
44005(302003)::	8:0.004020	4:0.007981	
44006(451799)::	8:0.039174	
44007(320370)::	4:0.003133	
44008(435249)::	6:0.039108	
44009(216529)::	9:0.013476	
44010(161536)::	9:0.017428	
44011(267480)::	9:0.013529	
44012(335327)::	3:0.041958	
44013(474584)::	3:0.015107	
44014(524370)::	3:0.015669	
44015(335328)::	3:0.015108	
44016(335368)::	3:0.015109	
44017(218731)::	3:0.015661	
44018(263708)::	3:0.003109	
44019(189061)::	
44020(211113)::	3:0.008192	
44021(71996)::	7:0.004784	9:0.004059	
44022(136918)::	7:0.019878	
44023(179901)::	8:0.057524	
44024(497984)::	8:0.022031	
44025(460)::	8:0.003986	7:0.004709	
44026(15592)::	7:0.010010	
44027(365325)::	9:0.004191	7:0.004709	
44028(377970)::	7:0.040599	
44029(379264)::	7:0.019589	
44030(66150)::	7:0.035403	
44031(50147)::	3:0.020848	
44032(341325)::	8:0.007423	4:0.005035	
44033(508710)::	8:0.011636	
44034(29928)::	8:0.012020	
44035(42865)::	8:0.008645	
44036(319998)::	8:0.012711	
44037(26742)::	7:0.015248	
44038(194615)::	4:0.008861	8:0.003584	
44039(113704)::	11:0.078488	
44040(375402)::	4:0.015668	
44041(375756)::	8:0.016551	
44042(471093)::	9:0.004290	
44043(225913)::	9:0.032873	
