0(228055): 
1(521702): 6(0.152719), 
25654(421559): 1(0.023811), 
25655(431437): 1(0.023839), 
25656(115936): 
25657(152146): 4(0.013927), 
25658(23019): 1(0.024055), 
25659(482195): 6(0.027400), 
25660(68412): 
25661(475205): 2(0.019460), 
25662(395755): 1(0.017216), 
25663(528837): 2(0.036153), 
25664(63852): 2(0.050614), 
25665(321234): 2(0.036159), 
25666(361790): 3(0.019346), 
25667(396284): 4(0.049198), 
25668(359322): 
25669(243799): 2(0.014494), 
25670(493470): 2(0.021856), 
25671(31251): 
25672(115301): 4(0.017219), 
25673(234661): 
25674(500103): 
25675(375942): 1(0.024337), 
25676(312473): 1(0.024354), 
25677(285539): 1(0.030481), 
25678(74540): 1(0.030512), 
25679(277914): 1(0.030481), 
25680(505776): 1(0.030479), 
25681(367802): 1(0.030479), 
25682(337863): 1(0.030477), 
25683(437769): 
25684(194930): 0(0.026438), 
25685(533387): 
25686(243203): 
25687(406904): 
25688(54900): 1(0.030064), 
25689(1169): 
25690(303221): 4(0.021127), 
25691(191404): 4(0.041846), 
25692(169059): 6(0.027452), 
25693(81576): 6(0.027451), 
25694(398449): 6(0.034459), 
25695(161604): 
25696(272153): 7(0.013751), 
25697(102879): 7(0.026426), 
25698(191997): 
25699(191996): 
25700(466852): 
25701(167021): 6(0.017496), 
25702(503735): 4(0.034363), 
25703(359812): 4(0.013785), 
25704(401017): 4(0.049161), 
25705(476221): 6(0.020165), 
25706(261080): 6(0.027026), 
25707(225980): 4(0.028050), 
25708(111689): 3(0.019173), 
25709(355984): 3(0.019168), 
25710(473531): 3(0.019160), 
25711(67631): 0(0.026645), 
25712(320723): 
25713(419052): 
25714(462158): 
25715(213064): 1(0.023240), 
25716(220099): 2(0.021531), 
25717(341539): 
25718(111299): 6(0.025970), 
25719(263048): 6(0.019604), 
25720(357231): 0(0.039511), 
25721(129474): 0(0.032308), 
25722(277918): 4(0.042484), 
25723(383779): 7(0.020062), 
25724(209459): 0(0.014535), 
25725(350746): 
25726(354434): 1(0.030288), 
25727(168691): 1(0.036118), 
25728(508575): 
25729(220540): 
25730(220545): 
25731(492972): 3(0.068680), 
25732(201454): 3(0.034022), 
25733(258451): 3(0.047682), 
25734(127374): 3(0.034022), 
25735(69810): 0(0.039956), 
25736(192631): 0(0.033352), 
25737(247990): 1(0.030319), 
25738(460268): 1(0.030318), 
25739(416837): 1(0.030344), 
25740(174334): 1(0.030317), 
25741(420808): 
25742(387142): 
25743(499019): 3(0.026182), 
25744(100465): 7(0.020825), 
25745(42861): 7(0.027860), 
25746(169635): 7(0.027860), 
25747(177996): 3(0.019505), 
25748(265135): 
25749(526505): 2(0.021936), 
25750(470083): 4(0.027795), 
25751(455400): 4(0.034709), 
25752(329561): 4(0.020521), 
25753(355110): 1(0.023920), 
25754(473760): 1(0.024056), 
25755(119682): 1(0.029183), 
25756(113876): 3(0.040221), 
25757(37578): 3(0.019722), 
25758(479846): 3(0.034104), 
25759(126284): 1(0.017942), 
25760(168277): 7(0.020660), 
25761(261736): 0(0.019531), 
25762(77004): 0(0.024917), 
25763(298658): 
25764(281528): 6(0.013646), 
25765(416911): 
25766(226658): 1(0.017648), 
25767(219151): 
25768(144410): 
25769(294633): 1(0.024049), 
25770(381815): 7(0.026738), 
25771(275597): 
25772(464823): 
25773(324781): 3(0.040889), 
25774(85847): 
25775(462396): 6(0.027529), 
25776(411983): 
25777(313894): 6(0.041390), 
25778(238301): 
25779(523707): 3(0.027352), 
25780(395512): 3(0.020173), 
25781(493620): 
25782(415794): 
25783(406561): 3(0.027505), 
25784(87150): 2(0.014531), 
25785(544720): 2(0.021794), 
25786(246836): 
25787(396085): 4(0.013836), 
25788(49369): 
25789(278532): 0(0.019834), 
25790(168692): 7(0.034586), 
25791(33574): 7(0.013655), 
25792(50023): 
25793(207711): 7(0.020841), 
25794(505964): 
25795(435769): 
25796(397879): 
25797(274822): 
25798(130591): 
25799(336514): 
25800(130657): 
25801(328441): 6(0.020059), 
25802(337691): 6(0.026927), 
25803(135889): 6(0.026919), 
25804(130658): 
25805(477345): 6(0.062279), 
25806(12501): 6(0.034558), 
25807(449151): 
25808(357944): 
25809(154233): 
25810(485106): 4(0.014071), 
25811(402025): 
25812(302513): 6(0.048196), 
25813(274022): 6(0.020499), 
25814(226204): 6(0.027515), 
25815(235609): 
25816(195910): 7(0.027390), 
25817(139676): 
25818(180364): 
25819(144251): 2(0.021318), 
25820(396281): 3(0.040895), 
25821(41575): 3(0.013375), 
25822(173552): 2(0.021782), 
25823(474616): 3(0.033386), 
25824(359663): 3(0.033684), 
25825(424146): 3(0.040136), 
25826(312823): 
25827(401640): 0(0.026603), 
25828(273842): 
25829(465967): 
25830(459396): 6(0.017022), 
25831(222784): 6(0.013617), 
25832(513229): 1(0.029105), 
25833(281409): 1(0.023102), 
25834(396708): 1(0.017196), 
25835(375067): 1(0.023025), 
25836(156426): 1(0.017194), 
25837(189913): 1(0.035349), 
25838(435489): 
25839(20230): 
25840(448878): 0(0.018604), 
25841(247045): 1(0.022889), 
25842(164402): 2(0.021780), 
25843(264955): 6(0.034159), 
25844(348070): 6(0.047498), 
25845(504888): 6(0.013646), 
25846(208680): 6(0.047833), 
25847(192094): 6(0.027394), 
25848(489503): 
25849(400515): 
25850(436751): 4(0.028760), 
25851(262906): 4(0.028861), 
25852(317661): 4(0.028851), 
25853(458353): 
25854(164517): 
25855(101756): 4(0.028756), 
25856(502255): 4(0.028760), 
25857(321996): 
25858(33535): 
25859(123287): 1(0.015151), 7(0.048962), 
25860(18711): 6(0.026828), 
25861(509370): 6(0.026820), 
25862(516745): 
25863(309435): 6(0.027082), 
25864(87112): 1(0.030054), 
25865(137853): 
25866(409472): 
25867(316600): 2(0.021701), 
25868(417374): 
25869(99507): 1(0.015139), 
25870(178467): 1(0.029596), 
25871(23350): 1(0.029595), 
25872(250185): 1(0.029597), 
25873(50387): 1(0.029597), 
25874(152370): 1(0.029595), 
25875(513847): 1(0.041774), 
25876(385165): 
25877(259533): 7(0.026980), 
25878(65125): 7(0.034004), 
25879(274935): 7(0.020166), 
25880(30605): 7(0.020165), 
25881(146213): 0(0.032902), 
25882(356207): 
25883(163995): 4(0.013484), 
25884(115981): 
25885(217274): 0(0.033616), 
25886(88734): 
25887(183206): 4(0.028746), 
25888(478973): 4(0.035484), 
25889(355624): 4(0.020706), 
25890(372475): 
25891(410305): 4(0.014092), 
25892(509292): 
25893(501141): 4(0.014086), 
25894(444817): 0(0.019810), 
25895(376365): 4(0.021011), 
25896(489095): 6(0.018919), 
25897(376600): 
25898(373567): 
25899(381451): 6(0.033139), 
25900(99800): 3(0.031367), 
25901(96406): 2(0.028025), 
25902(389645): 7(0.013373), 
25903(153252): 
25904(414057): 
25905(412289): 6(0.013872), 
25906(453404): 
25907(409414): 
25908(300840): 7(0.027299), 
25909(500514): 
25910(489324): 
25911(166824): 1(0.017255), 
25912(88995): 1(0.023065), 
25913(497923): 1(0.023066), 
25914(301074): 6(0.034474), 
25915(174271): 6(0.027454), 
25916(133375): 
25917(488055): 4(0.035348), 
25918(190798): 
25919(310366): 
25920(86578): 0(0.019592), 
25921(539103): 
25922(168223): 
25923(119801): 1(0.020873), 
25924(495380): 3(0.020520), 
25925(57890): 
25926(465312): 
25927(8857): 
25928(362006): 
25929(204852): 1(0.017865), 
25930(149471): 3(0.013662), 
25931(149470): 
25932(293989): 3(0.020073), 
25933(452189): 3(0.040385), 
25934(13361): 3(0.020085), 
25935(528008): 3(0.046714), 
25936(302341): 2(0.014130), 
25937(268609): 3(0.040002), 
25938(322033): 3(0.040427), 
25939(407233): 7(0.027655), 
25940(115003): 
25941(277603): 
25942(502791): 0(0.019551), 
25943(431728): 
25944(148980): 6(0.019192), 
25945(176398): 6(0.025750), 
25946(323641): 6(0.019893), 
25947(55137): 
25948(384222): 1(0.040996), 
25949(186704): 
25950(376682): 
25951(72365): 
25952(127384): 0(0.019545), 
25953(355468): 
25954(71366): 4(0.049259), 
25955(313844): 
25956(315408): 0(0.026504), 
25957(291959): 
25958(234591): 3(0.019314), 
25959(121214): 4(0.013505), 6(0.020923), 
25960(167875): 4(0.013820), 
25961(177041): 4(0.013826), 6(0.022162), 
25962(252929): 7(0.034957), 
25963(510932): 7(0.034929), 
25964(341552): 4(0.028191), 
25965(292293): 4(0.013374), 
25966(161235): 4(0.041756), 
25967(47173): 4(0.020836), 
25968(79911): 4(0.027991), 
25969(365980): 4(0.034527), 
25970(278596): 3(0.033790), 
25971(492787): 4(0.021269), 
25972(300312): 3(0.020308), 
25973(76409): 3(0.033461), 
25974(277608): 
25975(37970): 
25976(505443): 6(0.034567), 
25977(158670): 1(0.023914), 
25978(42296): 3(0.034149), 
25979(227180): 3(0.027142), 
25980(416372): 3(0.019142), 
25981(19418): 
25982(204671): 1(0.023805), 
25983(5441): 1(0.042078), 
25984(428688): 6(0.019099), 
25985(130860): 2(0.014025), 
25986(118137): 1(0.030138), 
25987(133176): 
25988(521529): 0(0.038576), 
25989(56964): 0(0.031914), 
25990(59390): 0(0.025687), 
25991(438771): 0(0.025756), 
25992(206089): 
25993(222750): 2(0.013856), 
25994(222755): 4(0.020076), 
25995(274288): 
25996(298686): 
25997(322545): 1(0.017247), 
25998(522410): 1(0.017291), 
25999(17626): 
26000(59530): 
26001(149090): 4(0.040253), 
26002(57425): 1(0.047698), 
26003(15425): 
26004(362247): 1(0.030031), 
26005(479802): 
26006(136965): 0(0.013402), 4(0.019884), 
26007(199371): 
26008(161515): 
26009(199374): 3(0.033690), 
26010(408856): 3(0.020076), 
26011(36763): 
26012(387678): 
26013(351856): 
26014(48710): 
26015(518848): 
26016(163573): 
26017(169373): 
26018(124298): 1(0.027776), 
26019(261323): 
26020(51952): 
26021(317724): 2(0.028713), 
26022(278319): 2(0.020696), 
26023(447344): 4(0.021095), 
26024(146117): 2(0.021716), 
26025(50593): 
26026(373855): 
26027(68456): 3(0.047958), 
26028(360440): 1(0.023626), 
26029(157282): 1(0.017784), 
26030(429247): 
26031(355531): 1(0.023273), 
26032(105040): 1(0.029413), 
26033(517620): 0(0.026053), 
26034(127129): 
26035(171422): 
26036(97716): 1(0.021638), 
26037(325906): 
26038(486289): 4(0.040902), 
26039(223587): 3(0.016385), 
26040(238663): 
26041(190441): 4(0.028282), 
26042(49487): 1(0.018178), 
26043(435515): 
26044(159499): 4(0.019617), 
26045(238090): 
26046(184490): 
26047(521062): 0(0.019886), 
26048(86255): 4(0.013407), 
26049(400371): 
26050(346154): 
26051(238402): 
26052(63083): 4(0.028505), 
26053(300242): 4(0.027109), 
26054(486662): 3(0.015880), 6(0.038285), 
26055(477643): 4(0.034907), 
26056(509480): 4(0.027984), 
26057(71023): 3(0.026891), 
26058(230517): 
26059(450729): 
26060(355024): 
26061(286670): 
26062(363374): 
26063(489299): 4(0.013576), 
26064(290225): 
26065(229308): 4(0.020052), 
26066(320149): 
26067(176421): 7(0.013664), 
26068(108787): 1(0.021842), 
26069(177358): 7(0.027701), 
26070(284008): 
26071(422481): 3(0.040419), 
26072(60089): 2(0.028208), 
26073(437284): 1(0.015574), 
26074(517944): 2(0.021926), 
26075(506170): 
26076(291177): 2(0.014395), 
26077(320325): 2(0.036722), 
26078(336444): 2(0.029056), 
26079(520159): 2(0.014640), 4(0.014351), 
26080(364358): 2(0.029048), 
26081(375035): 2(0.029054), 
26082(440172): 2(0.036721), 
26083(331108): 2(0.022056), 4(0.014336), 
26084(392251): 2(0.029060), 
26085(39607): 4(0.020343), 
26086(464500): 2(0.036724), 
26087(176733): 2(0.029054), 
26088(322430): 
26089(175195): 
26090(267057): 2(0.014064), 
26091(207139): 
26092(538790): 0(0.026318), 
26093(28671): 0(0.026326), 
26094(446738): 
26095(66945): 7(0.017066), 
26096(108603): 
26097(95898): 
26098(268769): 
26099(432438): 0(0.025134), 
26100(120441): 2(0.036334), 
26101(169307): 6(0.026850), 
26102(256404): 
26103(202708): 
26104(143624): 4(0.020933), 
26105(360919): 4(0.020798), 
26106(245585): 
26107(311064): 0(0.016616), 
26108(104569): 0(0.018083), 
26109(534502): 0(0.051669), 
26110(34962): 0(0.019577), 
26111(266624): 
26112(163455): 
26113(143892): 0(0.019531), 
26114(104317): 0(0.020076), 
26115(477124): 
26116(176552): 
26117(470688): 0(0.017741), 
26118(406067): 
26119(389432): 
26120(299065): 
26121(177569): 0(0.026898), 
26122(295856): 0(0.019652), 
26123(506951): 0(0.020067), 
26124(148276): 0(0.026909), 
26125(280015): 0(0.026945), 
26126(198030): 
26127(215805): 
26128(150202): 
26129(306690): 
26130(527295): 1(0.017033), 
26131(159355): 1(0.017434), 
26132(206384): 
26133(89817): 
26134(312965): 
26135(456691): 
26136(477396): 1(0.017925), 
26137(411918): 
26138(423327): 1(0.023051), 
26139(7134): 
26140(217284): 1(0.029646), 
26141(15989): 1(0.023613), 
26142(218039): 
26143(57220): 
26144(212491): 7(0.027657), 
26145(43176): 7(0.041386), 
26146(46535): 7(0.034629), 
26147(188755): 7(0.020471), 
26148(294203): 7(0.013709), 
26149(265542): 3(0.020025), 
26150(237092): 3(0.034095), 
26151(392179): 3(0.018275), 
26152(532079): 3(0.027320), 
26153(445234): 
26154(157022): 
26155(153704): 1(0.029923), 
26156(524517): 1(0.023657), 
26157(221546): 4(0.013834), 
26158(123901): 3(0.020034), 
26159(928): 4(0.020267), 
26160(55586): 4(0.033811), 
26161(417096): 3(0.027190), 
26162(210401): 3(0.020223), 
26163(349296): 7(0.034125), 
26164(124218): 7(0.033552), 
26165(106994): 7(0.020824), 
26166(314647): 7(0.020329), 
26167(332141): 
26168(398425): 
26169(532111): 
26170(165875): 
26171(295618): 
26172(486546): 
26173(543501): 1(0.024110), 
26174(60179): 
26175(342120): 
26176(56812): 1(0.017187), 
26177(48009): 6(0.020047), 
26178(205972): 2(0.043526), 
26179(309828): 6(0.026516), 
26180(354844): 6(0.034609), 
26181(96922): 
26182(186646): 
26183(35819): 6(0.027500), 
26184(303384): 0(0.018139), 
26185(303386): 6(0.041059), 
26186(510641): 6(0.020440), 
26187(188737): 6(0.020418), 
26188(487548): 6(0.020437), 
26189(99763): 
26190(44575): 2(0.043141), 
26191(320346): 
26192(368370): 
26193(515022): 
26194(324968): 1(0.017880), 
26195(412333): 1(0.024224), 
26196(197210): 
26197(359717): 0(0.039871), 
26198(347657): 0(0.026393), 
26199(394171): 0(0.039681), 
26200(161813): 0(0.033127), 
26201(521752): 
26202(49315): 
26203(187110): 
26204(1453): 
26205(538592): 6(0.038879), 
26206(234630): 6(0.027220), 
26207(381023): 6(0.020374), 
26208(151536): 0(0.020012), 
26209(114146): 4(0.013767), 
26210(258802): 1(0.023885), 
26211(415643): 1(0.018240), 
26212(364094): 
26213(419782): 1(0.017946), 
26214(113089): 1(0.017819), 
26215(367962): 1(0.018240), 
26216(533510): 1(0.017822), 
26217(325580): 0(0.025548), 
26218(372105): 
26219(537815): 4(0.020583), 
26220(145040): 
26221(93387): 6(0.013576), 
26222(429853): 3(0.013623), 
26223(18063): 4(0.021182), 
26224(420537): 
26225(171017): 
26226(39835): 2(0.028621), 
26227(76724): 2(0.028628), 
26228(514465): 2(0.028620), 
26229(509151): 2(0.035048), 
26230(39837): 2(0.013921), 
26231(214880): 7(0.020701), 
26232(187933): 
26233(510898): 
26234(182378): 
26235(336126): 
26236(33106): 4(0.028455), 
26237(472287): 4(0.014131), 
26238(508694): 
26239(41328): 
26240(256606): 
26241(133109): 
26242(508949): 4(0.035331), 
26243(196172): 4(0.035490), 
26244(142704): 
26245(403368): 1(0.014735), 
26246(74013): 
26247(470734): 
26248(313231): 4(0.013685), 
26249(299135): 
26250(517086): 4(0.027011), 
26251(198761): 4(0.028106), 
26252(395387): 
26253(15801): 3(0.020130), 
26254(525283): 7(0.021074), 
26255(406466): 
26256(262857): 3(0.013537), 
26257(308686): 3(0.040989), 
26258(139292): 6(0.047944), 
26259(544230): 6(0.027376), 
26260(328193): 6(0.041261), 
26261(398675): 6(0.055498), 
26262(149401): 6(0.027375), 
26263(236347): 2(0.014257), 
26264(233448): 7(0.013724), 
26265(461821): 6(0.027588), 
26266(192020): 6(0.019935), 
26267(451850): 1(0.021648), 
26268(133830): 
26269(69913): 
26270(214766): 
26271(533656): 
26272(498480): 
26273(149852): 2(0.014566), 
26274(85927): 
26275(44215): 0(0.014092), 
26276(512219): 
26277(116199): 7(0.013422), 
26278(501467): 
26279(419856): 7(0.027005), 
26280(206934): 3(0.019684), 
26281(45153): 
26282(226588): 
26283(291270): 0(0.032702), 
26284(242096): 
26285(511669): 7(0.027488), 
26286(497291): 7(0.027111), 
26287(525755): 4(0.014290), 
26288(301624): 6(0.027330), 
26289(175934): 6(0.020320), 
26290(240158): 
26291(127553): 
26292(378410): 
26293(285882): 1(0.024065), 
26294(492432): 1(0.024144), 
26295(117576): 1(0.030308), 
26296(355337): 1(0.017390), 
26297(12066): 4(0.028547), 
26298(415800): 
26299(24045): 0(0.017881), 
26300(477041): 
26301(374569): 
26302(42873): 
26303(139818): 
26304(135058): 
26305(48987): 2(0.021402), 
26306(149188): 
26307(287715): 
26308(400128): 
26309(393872): 4(0.021141), 
26310(400126): 6(0.020229), 
26311(312211): 0(0.026473), 
26312(199250): 
26313(293943): 7(0.027662), 
26314(141664): 2(0.020933), 
26315(503475): 2(0.020936), 
26316(522838): 
26317(128993): 6(0.034564), 
26318(24383): 7(0.027167), 
26319(466694): 7(0.019967), 
26320(1478): 
26321(52887): 0(0.019981), 
26322(349900): 6(0.018526), 
26323(374988): 
26324(2281): 2(0.021834), 
26325(44767): 
26326(312953): 0(0.032921), 
26327(410186): 
26328(169765): 
26329(194828): 7(0.019920), 
26330(91251): 7(0.041165), 
26331(459763): 2(0.020706), 
26332(339659): 2(0.027276), 
26333(435377): 2(0.020707), 
26334(270774): 2(0.028650), 
26335(410450): 
26336(519768): 4(0.028374), 
26337(228920): 3(0.020366), 
26338(215568): 6(0.033959), 
26339(497627): 6(0.027179), 
26340(321665): 3(0.027473), 
26341(261082): 7(0.018877), 
26342(9026): 
26343(418602): 
26344(95268): 
26345(243860): 0(0.026562), 
26346(52608): 3(0.020096), 
26347(450293): 3(0.019333), 7(0.014434), 
26348(461003): 
26349(3471): 3(0.018276), 
26350(464070): 
26351(97630): 6(0.054757), 
26352(303959): 6(0.061945), 
26353(416505): 2(0.024154), 4(0.018356), 
26354(192258): 1(0.029649), 
26355(353769): 
26356(113824): 
26357(205877): 
26358(513725): 1(0.022769), 
26359(178826): 
26360(394114): 
26361(444685): 
26362(506921): 
26363(253205): 3(0.026169), 
26364(462667): 0(0.019963), 
26365(377445): 
26366(61498): 
26367(246423): 
26368(83726): 7(0.020661), 
26369(87270): 
26370(534099): 
26371(460881): 
26372(256878): 
26373(467522): 
26374(85358): 
26375(516563): 0(0.026352), 
26376(306741): 
26377(509115): 1(0.017666), 
26378(540972): 1(0.041754), 
26379(326860): 1(0.023636), 
26380(211430): 1(0.023635), 
26381(354016): 1(0.016703), 
26382(359416): 
26383(306790): 1(0.022377), 
26384(64501): 
26385(344906): 
26386(238564): 7(0.013417), 
26387(400522): 
26388(234078): 7(0.013540), 
26389(389199): 1(0.023707), 
26390(420760): 2(0.043450), 
26391(187298): 2(0.043409), 
26392(376609): 
26393(207434): 
26394(442056): 
26395(458408): 
26396(201054): 
26397(272999): 4(0.013927), 
26398(191135): 2(0.014047), 
26399(518543): 2(0.036043), 
26400(453735): 2(0.029069), 
26401(288790): 2(0.029069), 
26402(9136): 2(0.029066), 
26403(376719): 7(0.020776), 
26404(291746): 7(0.034869), 
26405(93853): 1(0.017403), 
26406(376712): 1(0.024086), 
26407(376711): 
26408(366432): 
26409(496627): 1(0.029997), 
26410(179904): 3(0.027505), 
26411(198950): 3(0.041036), 
26412(531643): 3(0.027391), 
26413(514147): 3(0.040898), 
26414(73266): 
26415(387586): 
26416(449874): 7(0.034537), 
26417(68903): 7(0.027575), 
26418(396788): 7(0.027580), 
26419(27872): 7(0.055776), 
26420(435382): 6(0.027207), 
26421(518154): 
26422(71937): 
26423(442386): 
26424(472711): 4(0.028036), 
26425(274516): 1(0.017769), 
26426(272682): 7(0.020812), 
26427(410082): 3(0.015773), 
26428(464940): 7(0.013446), 
26429(436012): 7(0.019307), 
26430(70175): 
26431(282140): 7(0.020972), 
26432(447463): 6(0.040165), 
26433(391056): 6(0.019462), 
26434(237145): 6(0.033841), 
26435(84385): 6(0.020158), 
26436(371159): 3(0.017787), 
26437(183331): 
26438(91171): 6(0.026443), 
26439(126448): 6(0.019016), 
26440(347046): 6(0.019621), 
26441(152130): 6(0.026443), 
26442(273408): 6(0.020375), 
26443(340838): 
26444(340830): 6(0.018718), 
26445(478794): 
26446(2592): 6(0.013543), 
26447(122669): 
26448(76936): 6(0.027269), 
26449(364631): 
26450(422888): 6(0.013723), 
26451(209125): 
26452(529985): 6(0.020322), 
26453(370437): 
26454(275077): 
